workerid,proliferate.condition,helper1,helper2,query,requester,response,stimulus,trial_index,trial_num,trial_type,error
36,Default,"{'name': 'Patricia', 'gender': 'female'}","{'name': 'Donald', 'gender': 'male'}",0,"{'name': 'Dorothy', 'gender': 'female'}",0,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Dorothy</span> needed help moving. <br> <span style=""color:#E65100"">Dorothy</span> asked <span style=""color:#1976D2"">Patricia</span> and <span style=""color:#388E3C"">Donald</span> for help, but both said no. <br> <span style=""color:#E65100"">Dorothy</span> wasn't able to move her stuff on her own. <br></p><p><span style=""color:#E65100"">Dorothy</span> blamed <span style=""color:#1976D2"">Patricia</span> more than <span style=""color:#388E3C"">Donald</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Dorothy</span>'s closer friend?</p>",5,8,social_roles,
36,Default,"{'name': 'Linda', 'gender': 'female'}","{'name': 'Mary', 'gender': 'female'}",1,"{'name': 'Deborah', 'gender': 'female'}",1,"<img src=""images/noun_soccer_1751392.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Deborah</span> fell over while playing soccer with <span style=""color:#1976D2"">Linda</span> and <span style=""color:#388E3C"">Mary</span>. <br> Both <span style=""color:#1976D2"">Linda</span> and <span style=""color:#388E3C"">Mary</span> stepped on <span style=""color:#E65100"">Deborah</span>. <br></p><p><span style=""color:#E65100"">Deborah</span> blamed <span style=""color:#1976D2"">Linda</span> more than <span style=""color:#388E3C"">Mary</span> for stepping on her.</p><p>Who stepped on <span style=""color:#E65100"">Deborah</span> by accident?</p>",6,10,intentionality,
36,Default,"{'name': 'Jessica', 'gender': 'female'}","{'name': 'Susan', 'gender': 'female'}",0,"{'name': 'Anthony', 'gender': 'male'}",0,"<img src=""images/noun_cooking_1176750.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Anthony</span> needed help making dinner. <br> Neither <span style=""color:#1976D2"">Jessica</span> nor <span style=""color:#388E3C"">Susan</span> helped. <br></p><p><span style=""color:#E65100"">Anthony</span> blamed <span style=""color:#1976D2"">Jessica</span> more than <span style=""color:#388E3C"">Susan</span> for not helping.</p><p>Who knew that <span style=""color:#E65100"">Anthony</span> needed help making dinner?</p>",7,6,knowledge,
36,Default,"{'name': 'Nancy', 'gender': 'female'}","{'name': 'Thomas', 'gender': 'male'}",1,"{'name': 'John', 'gender': 'male'}",0,"<img src=""images/noun_lunch bag_380959.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">John</span> always packs himself a lunch to bring to work. <br> One day, <span style=""color:#1976D2"">Nancy</span> ate <span style=""color:#E65100"">John</span>'s lunch. <br> A different day, <span style=""color:#388E3C"">Thomas</span> ate <span style=""color:#E65100"">John</span>'s lunch. <br></p><p><span style=""color:#E65100"">John</span> blamed <span style=""color:#1976D2"">Nancy</span> more than <span style=""color:#388E3C"">Thomas</span> for eating his lunch.</p><p>Who ate <span style=""color:#E65100"">John</span>'s lunch accidentally?</p>",8,11,intentionality,
36,Default,"{'name': 'Richard', 'gender': 'male'}","{'name': 'Emily', 'gender': 'female'}",0,"{'name': 'Betty', 'gender': 'female'}",0,"<img src=""images/noun_Man Cutting Grass_637630.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Betty</span> needed someone to mow the lawn. <br> <span style=""color:#1976D2"">Richard</span> mowed the lawn. <br> <span style=""color:#388E3C"">Emily</span> did not mow the lawn. <br></p><p><span style=""color:#E65100"">Betty</span> blamed <span style=""color:#388E3C"">Emily</span> for not mowing the lawn.</p><p>Who mowed the lawn?</p>",9,attention_check,,
36,Default,"{'name': 'Donna', 'gender': 'female'}","{'name': 'Sarah', 'gender': 'female'}",0,"{'name': 'Edward', 'gender': 'male'}",0,"<img src=""images/noun_wait phone_769182.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Edward</span> needed someone to make an appointment for him. <br> <span style=""color:#E65100"">Edward</span> asked <span style=""color:#1976D2"">Donna</span> and <span style=""color:#388E3C"">Sarah</span> to call and wait on hold for him. <br> <span style=""color:#1976D2"">Donna</span> and <span style=""color:#388E3C"">Sarah</span> both gave up before their call was picked up. <br> <span style=""color:#E65100"">Edward</span> later learned that one of them waited for a few minutes, and another waited for hours. <br></p><p><span style=""color:#E65100"">Edward</span> blamed <span style=""color:#1976D2"">Donna</span> more than <span style=""color:#388E3C"">Sarah</span> for hanging up.</p><p>Who waited for hours before giving up?</p>",10,15,effort,
36,Default,"{'name': 'Andrew', 'gender': 'male'}","{'name': 'Joshua', 'gender': 'male'}",0,"{'name': 'Robert', 'gender': 'male'}",0,"<img src=""images/noun_reach_2900937.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Robert</span> needed help reaching something on a high shelf. <br> <span style=""color:#E65100"">Robert</span> asked <span style=""color:#1976D2"">Andrew</span> and <span style=""color:#388E3C"">Joshua</span> for help, but both said no. <br> <span style=""color:#E65100"">Robert</span> wasn’t able to reach the item.</p><p><span style=""color:#E65100"">Robert</span> blamed <span style=""color:#1976D2"">Andrew</span> more than <span style=""color:#388E3C"">Joshua</span> for not helping.</p><p>Who is taller?</p>",11,3,ability,
36,Default,"{'name': 'Amanda', 'gender': 'female'}","{'name': 'Michael', 'gender': 'male'}",0,"{'name': 'Kevin', 'gender': 'male'}",1,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Amanda</span> and <span style=""color:#388E3C"">Michael</span> each had a birthday party in separate weeks. <br> Neither invited <span style=""color:#E65100"">Kevin</span> to the party. <br> <span style=""color:#E65100"">Kevin</span> later learned from a friend that one of them intentionally didn't invite him, and another forgot to invite him. <br></p><p><span style=""color:#E65100"">Kevin</span> blamed <span style=""color:#1976D2"">Amanda</span> more than <span style=""color:#388E3C"">Michael</span> for not inviting him to her birthday party.</p><p>Who intentionally didn't invite <span style=""color:#E65100"">Kevin</span>?</p>",12,12,intentionality,
36,Default,"{'name': 'Kenneth', 'gender': 'male'}","{'name': 'Lisa', 'gender': 'female'}",0,"{'name': 'Ashley', 'gender': 'female'}",0,"<img src=""images/noun_presentation_1616165.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Ashley</span> was assigned to do a group project with <span style=""color:#1976D2"">Kenneth</span> and <span style=""color:#388E3C"">Lisa</span>. <br> Their group did a bad job and received a failing grade for the assignment. <br> </p><p><span style=""color:#E65100"">Ashley</span> blamed <span style=""color:#1976D2"">Kenneth</span> more than <span style=""color:#388E3C"">Lisa</span> for the group's failing grade.</p><p>Who tried very hard on the assignment?</p>",13,14,effort,
36,Default,"{'name': 'Christopher', 'gender': 'male'}","{'name': 'Charles', 'gender': 'male'}",0,"{'name': 'Paul', 'gender': 'male'}",0,"<img src=""images/noun_We Can Do It_146922.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Paul</span> was on a tug of war team with <span style=""color:#1976D2"">Christopher</span> and <span style=""color:#388E3C"">Charles</span>. <br> Their team lost the game of tug of war. <br> </p><p><span style=""color:#E65100"">Paul</span> blamed <span style=""color:#1976D2"">Christopher</span> more than <span style=""color:#388E3C"">Charles</span> for their loss.</p><p>Who tried very hard?</p>",14,13,effort,
36,Default,"{'name': 'Barbara', 'gender': 'female'}","{'name': 'Margaret', 'gender': 'female'}",1,"{'name': 'Carol', 'gender': 'female'}",0,"<img src=""images/noun_flat tire_982179.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Carol</span> needed help fixing her flat tire. <br> <span style=""color:#E65100"">Carol</span> asked <span style=""color:#1976D2"">Barbara</span> and <span style=""color:#388E3C"">Margaret</span> for help, but neither did. <br> <span style=""color:#E65100"">Carol</span> didn't manage to fix the tire by herself.</p><p><span style=""color:#E65100"">Carol</span> blamed <span style=""color:#1976D2"">Barbara</span> more than <span style=""color:#388E3C"">Margaret</span> for not helping.</p><p>Who is worse at fixing tires?</p>",15,1,ability,
36,Default,"{'name': 'David', 'gender': 'male'}","{'name': 'Sandra', 'gender': 'female'}",1,"{'name': 'Mark', 'gender': 'male'}",1,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Mark</span> needed help carrying a very heavy couch. <br> <span style=""color:#E65100"">Mark</span> asked <span style=""color:#1976D2"">David</span> and <span style=""color:#388E3C"">Sandra</span> for help, but both said no. <br> <span style=""color:#E65100"">Mark</span> wasn’t able to move the couch on his own.</p><p><span style=""color:#E65100"">Mark</span> blamed <span style=""color:#1976D2"">David</span> more than <span style=""color:#388E3C"">Sandra</span> for not helping.</p><p>Who is weaker?</p>",16,2,ability,
36,Default,"{'name': 'Brian', 'gender': 'male'}","{'name': 'William', 'gender': 'male'}",1,"{'name': 'Jennifer', 'gender': 'female'}",0,"<img src=""images/noun_acting_2368308.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Jennifer</span> needed help practicing for the school play. <br> <span style=""color:#E65100"">Jennifer</span> asked <span style=""color:#1976D2"">Brian</span> and <span style=""color:#388E3C"">William</span> for help, but both said no. <br></p><p><span style=""color:#E65100"">Jennifer</span> blamed <span style=""color:#1976D2"">Brian</span> more than <span style=""color:#388E3C"">William</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Jennifer</span>'s less close friend?</p>",17,9,social_roles,
36,Default,,,,,,,18,,survey-html-form,
40,Default,,,,,0,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people’s actions. All information collected will remain confidential. <p><p><b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre-existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take 15 minutes. </p><p><b> Payment: </b> If recruitment materials indicate payment (e.g., Amazon or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights: </b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information: </b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact: </b>I f you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",0,,html-button-response,
40,Default,,,,,0,"<div style=""width:50%; min-width:300px; margin:auto; min-height:300px; display:flex; align-items:flex-end;""><p> In this experiment, you will read a few stories. For each story, you will be asked to figure out a missing piece of information <br> <br> Click the start button whenever you are ready. <br> </div>",1,,html-button-response,
40,Default,"{'name': 'Robert', 'gender': 'male'}","{'name': 'George', 'gender': 'male'}",1,"{'name': 'Christopher', 'gender': 'male'}",1,"<img src=""images/noun_lunch bag_380959.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Christopher</span> always packs himself a lunch to bring to work. <br> One day, <span style=""color:#1976D2"">Robert</span> ate <span style=""color:#E65100"">Christopher</span>'s lunch. <br> A different day, <span style=""color:#388E3C"">George</span> ate <span style=""color:#E65100"">Christopher</span>'s lunch. <br></p><p><span style=""color:#E65100"">Christopher</span> blamed <span style=""color:#1976D2"">Robert</span> more than <span style=""color:#388E3C"">George</span> for eating his lunch.</p><p>Who ate <span style=""color:#E65100"">Christopher</span>'s lunch accidentally?</p>",2,11,intentionality,
40,Default,"{'name': 'Kevin', 'gender': 'male'}","{'name': 'Patricia', 'gender': 'female'}",0,"{'name': 'Melissa', 'gender': 'female'}",0,"<img src=""images/noun_soccer_1751392.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Melissa</span> fell over while playing soccer with <span style=""color:#1976D2"">Kevin</span> and <span style=""color:#388E3C"">Patricia</span>. <br> Both <span style=""color:#1976D2"">Kevin</span> and <span style=""color:#388E3C"">Patricia</span> stepped on <span style=""color:#E65100"">Melissa</span>. <br></p><p><span style=""color:#E65100"">Melissa</span> blamed <span style=""color:#1976D2"">Kevin</span> more than <span style=""color:#388E3C"">Patricia</span> for stepping on her.</p><p>Who stepped on <span style=""color:#E65100"">Melissa</span> on purpose?</p>",3,10,intentionality,
40,Default,"{'name': 'Matthew', 'gender': 'male'}","{'name': 'Sandra', 'gender': 'female'}",1,"{'name': 'Anthony', 'gender': 'male'}",1,"<img src=""images/noun_reach_2900937.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Anthony</span> needed help reaching something on a high shelf. <br> <span style=""color:#E65100"">Anthony</span> asked <span style=""color:#1976D2"">Matthew</span> and <span style=""color:#388E3C"">Sandra</span> for help, but both said no. <br> <span style=""color:#E65100"">Anthony</span> wasn’t able to reach the item.</p><p><span style=""color:#E65100"">Anthony</span> blamed <span style=""color:#1976D2"">Matthew</span> more than <span style=""color:#388E3C"">Sandra</span> for not helping.</p><p>Who is shorter?</p>",4,3,ability,
40,Default,"{'name': 'Emily', 'gender': 'female'}","{'name': 'Lisa', 'gender': 'female'}",0,"{'name': 'Joshua', 'gender': 'male'}",0,"<img src=""images/noun_Airport_1109705.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Joshua</span> texted <span style=""color:#1976D2"">Emily</span> and <span style=""color:#388E3C"">Lisa</span> to pick him up from the airport. <br> Neither responded to his text. <br> <span style=""color:#E65100"">Joshua</span> later learned that only one of them saw his message.</p><p><span style=""color:#E65100"">Joshua</span> blamed <span style=""color:#1976D2"">Emily</span> more than <span style=""color:#388E3C"">Lisa</span> for not helping.</p><p>Who saw the text message?</p>",5,4,knowledge,
40,Default,"{'name': 'Barbara', 'gender': 'female'}","{'name': 'Jessica', 'gender': 'female'}",1,"{'name': 'Sarah', 'gender': 'female'}",0,"<img src=""images/noun_We Can Do It_146922.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Sarah</span> was on a tug of war team with <span style=""color:#1976D2"">Barbara</span> and <span style=""color:#388E3C"">Jessica</span>. <br> Their team lost the game of tug of war. <br> </p><p><span style=""color:#E65100"">Sarah</span> blamed <span style=""color:#1976D2"">Barbara</span> more than <span style=""color:#388E3C"">Jessica</span> for their loss.</p><p>Who didn't try very hard?</p>",6,13,effort,
40,Default,"{'name': 'Jennifer', 'gender': 'female'}","{'name': 'Susan', 'gender': 'female'}",1,"{'name': 'Charles', 'gender': 'male'}",1,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Charles</span> had a birthday party. <br> <span style=""color:#E65100"">Charles</span> asked <span style=""color:#1976D2"">Jennifer</span> and <span style=""color:#388E3C"">Susan</span> to come, but neither came. <br></p><p><span style=""color:#E65100"">Charles</span> blamed <span style=""color:#1976D2"">Jennifer</span> more than <span style=""color:#388E3C"">Susan</span> for not coming.</p><p>Who is <span style=""color:#E65100"">Charles</span>'s less close friend?</p>",7,7,social_roles,
40,Default,"{'name': 'Thomas', 'gender': 'male'}","{'name': 'Michael', 'gender': 'male'}",1,"{'name': 'William', 'gender': 'male'}",1,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">William</span> needed help carrying a very heavy couch. <br> <span style=""color:#E65100"">William</span> asked <span style=""color:#1976D2"">Thomas</span> and <span style=""color:#388E3C"">Michael</span> for help, but both said no. <br> <span style=""color:#E65100"">William</span> wasn’t able to move the couch on his own.</p><p><span style=""color:#E65100"">William</span> blamed <span style=""color:#1976D2"">Thomas</span> more than <span style=""color:#388E3C"">Michael</span> for not helping.</p><p>Who is weaker?</p>",8,2,ability,
40,Default,"{'name': 'Amanda', 'gender': 'female'}","{'name': 'Nancy', 'gender': 'female'}",1,"{'name': 'Linda', 'gender': 'female'}",0,"<img src=""images/noun_Man Cutting Grass_637630.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Linda</span> needed someone to mow the lawn. <br> <span style=""color:#1976D2"">Amanda</span> mowed the lawn. <br> <span style=""color:#388E3C"">Nancy</span> did not mow the lawn. <br></p><p><span style=""color:#E65100"">Linda</span> blamed <span style=""color:#388E3C"">Nancy</span> for not mowing the lawn.</p><p>Who mowed the lawn?</p>",9,attention_check,,
40,Default,"{'name': 'Michelle', 'gender': 'female'}","{'name': 'Brian', 'gender': 'male'}",1,"{'name': 'Donna', 'gender': 'female'}",1,"<img src=""images/noun_flat tire_982179.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Donna</span> needed help fixing her flat tire. <br> <span style=""color:#E65100"">Donna</span> asked <span style=""color:#1976D2"">Michelle</span> and <span style=""color:#388E3C"">Brian</span> for help, but neither did. <br> <span style=""color:#E65100"">Donna</span> didn't manage to fix the tire by herself.</p><p><span style=""color:#E65100"">Donna</span> blamed <span style=""color:#1976D2"">Michelle</span> more than <span style=""color:#388E3C"">Brian</span> for not helping.</p><p>Who is worse at fixing tires?</p>",10,1,ability,
40,Default,"{'name': 'Carol', 'gender': 'female'}","{'name': 'David', 'gender': 'male'}",1,"{'name': 'Andrew', 'gender': 'male'}",1,"<img src=""images/noun_Picnic_2799323.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Carol</span>, <span style=""color:#388E3C"">David</span>, and <span style=""color:#E65100"">Andrew</span> were having a picnic. <br> Both <span style=""color:#1976D2"">Carol</span> and <span style=""color:#388E3C"">David</span> brought snacks with peanuts in them, even though <span style=""color:#E65100"">Andrew</span> was allergic to peanuts. <br></p><p><span style=""color:#E65100"">Andrew</span> blamed <span style=""color:#1976D2"">Carol</span> more than <span style=""color:#388E3C"">David</span> for bringing snacks with peanuts to the picnic.</p><p>Who didn't know that <span style=""color:#E65100"">Andrew</span> was allergic to peanuts?</p>",11,5,knowledge,
40,Default,"{'name': 'Richard', 'gender': 'male'}","{'name': 'Karen', 'gender': 'female'}",0,"{'name': 'Joseph', 'gender': 'male'}",0,"<img src=""images/noun_acting_2368308.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Joseph</span> needed help practicing for the school play. <br> <span style=""color:#E65100"">Joseph</span> asked <span style=""color:#1976D2"">Richard</span> and <span style=""color:#388E3C"">Karen</span> for help, but both said no. <br></p><p><span style=""color:#E65100"">Joseph</span> blamed <span style=""color:#1976D2"">Richard</span> more than <span style=""color:#388E3C"">Karen</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Joseph</span>'s closer friend?</p>",12,9,social_roles,
40,Default,"{'name': 'Steven', 'gender': 'male'}","{'name': 'Mary', 'gender': 'female'}",0,"{'name': 'Margaret', 'gender': 'female'}",1,"<img src=""images/noun_presentation_1616165.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Margaret</span> was assigned to do a group project with <span style=""color:#1976D2"">Steven</span> and <span style=""color:#388E3C"">Mary</span>. <br> Their group did a bad job and received a failing grade for the assignment. <br> </p><p><span style=""color:#E65100"">Margaret</span> blamed <span style=""color:#1976D2"">Steven</span> more than <span style=""color:#388E3C"">Mary</span> for the group's failing grade.</p><p>Who tried very hard on the assignment?</p>",13,14,effort,
40,Default,"{'name': 'Kimberly', 'gender': 'female'}","{'name': 'Daniel', 'gender': 'male'}",0,"{'name': 'Betty', 'gender': 'female'}",1,"<img src=""images/noun_wait phone_769182.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Betty</span> needed someone to make an appointment for her. <br> <span style=""color:#E65100"">Betty</span> asked <span style=""color:#1976D2"">Kimberly</span> and <span style=""color:#388E3C"">Daniel</span> to call and wait on hold for her. <br> <span style=""color:#1976D2"">Kimberly</span> and <span style=""color:#388E3C"">Daniel</span> both gave up before their call was picked up. <br> <span style=""color:#E65100"">Betty</span> later learned that one of them waited for a few minutes, and another waited for hours. <br></p><p><span style=""color:#E65100"">Betty</span> blamed <span style=""color:#1976D2"">Kimberly</span> more than <span style=""color:#388E3C"">Daniel</span> for hanging up.</p><p>Who waited for hours before giving up?</p>",14,15,effort,
40,Default,"{'name': 'Paul', 'gender': 'male'}","{'name': 'Donald', 'gender': 'male'}",0,"{'name': 'James', 'gender': 'male'}",0,"<img src=""images/noun_cooking_1176750.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">James</span> needed help making dinner. <br> Neither <span style=""color:#1976D2"">Paul</span> nor <span style=""color:#388E3C"">Donald</span> helped. <br></p><p><span style=""color:#E65100"">James</span> blamed <span style=""color:#1976D2"">Paul</span> more than <span style=""color:#388E3C"">Donald</span> for not helping.</p><p>Who knew that <span style=""color:#E65100"">James</span> needed help making dinner?</p>",15,6,knowledge,
40,Default,"{'name': 'Deborah', 'gender': 'female'}","{'name': 'Dorothy', 'gender': 'female'}",0,"{'name': 'Kenneth', 'gender': 'male'}",0,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Deborah</span> and <span style=""color:#388E3C"">Dorothy</span> each had a birthday party in separate weeks. <br> Neither invited <span style=""color:#E65100"">Kenneth</span> to the party. <br> <span style=""color:#E65100"">Kenneth</span> later learned from a friend that one of them intentionally didn't invite him, and another forgot to invite him. <br></p><p><span style=""color:#E65100"">Kenneth</span> blamed <span style=""color:#1976D2"">Deborah</span> more than <span style=""color:#388E3C"">Dorothy</span> for not inviting him to her birthday party.</p><p>Who intentionally didn't invite <span style=""color:#E65100"">Kenneth</span>?</p>",16,12,intentionality,
40,Default,"{'name': 'Edward', 'gender': 'male'}","{'name': 'Elizabeth', 'gender': 'female'}",0,"{'name': 'Ashley', 'gender': 'female'}",0,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Ashley</span> needed help moving. <br> <span style=""color:#E65100"">Ashley</span> asked <span style=""color:#1976D2"">Edward</span> and <span style=""color:#388E3C"">Elizabeth</span> for help, but both said no. <br> <span style=""color:#E65100"">Ashley</span> wasn't able to move her stuff on her own. <br></p><p><span style=""color:#E65100"">Ashley</span> blamed <span style=""color:#1976D2"">Edward</span> more than <span style=""color:#388E3C"">Elizabeth</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Ashley</span>'s closer friend?</p>",17,8,social_roles,
40,Default,,,,,,,18,,survey-html-form,
28,Default,,,,,0,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people’s actions. All information collected will remain confidential. <p><p><b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre-existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take 15 minutes. </p><p><b> Payment: </b> If recruitment materials indicate payment (e.g., Amazon or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights: </b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information: </b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact: </b>I f you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",0,,html-button-response,
28,Default,,,,,0,"<div style=""width:50%; min-width:300px; margin:auto; min-height:300px; display:flex; align-items:flex-end;""><p> In this experiment, you will read a few stories. For each story, you will be asked to figure out a missing piece of information <br> <br> Click the start button whenever you are ready. <br> </div>",1,,html-button-response,
28,Default,"{'name': 'Ashley', 'gender': 'female'}","{'name': 'Edward', 'gender': 'male'}",1,"{'name': 'Deborah', 'gender': 'female'}",1,"<img src=""images/noun_cooking_1176750.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Deborah</span> needed help making dinner. <br> Neither <span style=""color:#1976D2"">Ashley</span> nor <span style=""color:#388E3C"">Edward</span> helped. <br></p><p><span style=""color:#E65100"">Deborah</span> blamed <span style=""color:#1976D2"">Ashley</span> more than <span style=""color:#388E3C"">Edward</span> for not helping.</p><p>Who didn't know that <span style=""color:#E65100"">Deborah</span> needed help making dinner?</p>",2,6,knowledge,
28,Default,"{'name': 'Michelle', 'gender': 'female'}","{'name': 'Donna', 'gender': 'female'}",1,"{'name': 'Thomas', 'gender': 'male'}",0,"<img src=""images/noun_presentation_1616165.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Thomas</span> was assigned to do a group project with <span style=""color:#1976D2"">Michelle</span> and <span style=""color:#388E3C"">Donna</span>. <br> Their group did a bad job and received a failing grade for the assignment. <br> </p><p><span style=""color:#E65100"">Thomas</span> blamed <span style=""color:#1976D2"">Michelle</span> more than <span style=""color:#388E3C"">Donna</span> for the group's failing grade.</p><p>Who didn't try very hard on the assignment?</p>",3,14,effort,
28,Default,"{'name': 'Paul', 'gender': 'male'}","{'name': 'Robert', 'gender': 'male'}",0,"{'name': 'David', 'gender': 'male'}",0,"<img src=""images/noun_flat tire_982179.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">David</span> needed help fixing his flat tire. <br> <span style=""color:#E65100"">David</span> asked <span style=""color:#1976D2"">Paul</span> and <span style=""color:#388E3C"">Robert</span> for help, but neither did. <br> <span style=""color:#E65100"">David</span> didn't manage to fix the tire by himself.</p><p><span style=""color:#E65100"">David</span> blamed <span style=""color:#1976D2"">Paul</span> more than <span style=""color:#388E3C"">Robert</span> for not helping.</p><p>Who is better at fixing tires?</p>",4,1,ability,
