workerid,proliferate.condition,helper1,helper2,query,requester,response,stimulus,trial_index,trial_num,trial_type,error
4,Default,,,,,0,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people’s actions. All information collected will remain confidential. <p><p><b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre-existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take 15 minutes. </p><p><b> Payment: </b> If recruitment materials indicate payment (e.g., Amazon or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights: </b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information: </b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact: </b>I f you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",0,,html-button-response,
4,Default,,,,,0,"<div style=""width:50%; min-width:300px; margin:auto; min-height:300px; display:flex; align-items:flex-end;""><p> In this experiment, you will read a few stories. For each story, you will be asked to figure out a missing piece of information <br> <br> Click the start button whenever you are ready. <br> </div>",1,,html-button-response,
4,Default,"{'name': 'Carol', 'gender': 'female'}","{'name': 'Christopher', 'gender': 'male'}",1,"{'name': 'James', 'gender': 'male'}",1,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">James</span> needed help carrying a very heavy couch. <br> <span style=""color:#E65100"">James</span> asked <span style=""color:#1976D2"">Carol</span> and <span style=""color:#388E3C"">Christopher</span> for help, but both said no. <br> <span style=""color:#E65100"">James</span> wasn’t able to move the couch on his own.</p><p><span style=""color:#E65100"">James</span> blamed <span style=""color:#1976D2"">Carol</span> more than <span style=""color:#388E3C"">Christopher</span> for not helping.</p><p>Who is weaker?</p>",2,2,ability,
4,Default,"{'name': 'Mark', 'gender': 'male'}","{'name': 'Robert', 'gender': 'male'}",1,"{'name': 'Kenneth', 'gender': 'male'}",0,"<img src=""images/noun_We Can Do It_146922.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Kenneth</span> was on a tug of war team with <span style=""color:#1976D2"">Mark</span> and <span style=""color:#388E3C"">Robert</span>. <br> Their team lost the game of tug of war. <br> </p><p><span style=""color:#E65100"">Kenneth</span> blamed <span style=""color:#1976D2"">Mark</span> more than <span style=""color:#388E3C"">Robert</span> for their loss.</p><p>Who didn't try very hard?</p>",3,13,effort,
4,Default,"{'name': 'Ashley', 'gender': 'female'}","{'name': 'Matthew', 'gender': 'male'}",0,"{'name': 'Betty', 'gender': 'female'}",0,"<img src=""images/noun_reach_2900937.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Betty</span> needed help reaching something on a high shelf. <br> <span style=""color:#E65100"">Betty</span> asked <span style=""color:#1976D2"">Ashley</span> and <span style=""color:#388E3C"">Matthew</span> for help, but both said no. <br> <span style=""color:#E65100"">Betty</span> wasn’t able to reach the item.</p><p><span style=""color:#E65100"">Betty</span> blamed <span style=""color:#1976D2"">Ashley</span> more than <span style=""color:#388E3C"">Matthew</span> for not helping.</p><p>Who is taller?</p>",4,3,ability,
4,Default,"{'name': 'Steven', 'gender': 'male'}","{'name': 'Joshua', 'gender': 'male'}",1,"{'name': 'Paul', 'gender': 'male'}",1,"<img src=""images/noun_acting_2368308.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Paul</span> needed help practicing for the school play. <br> <span style=""color:#E65100"">Paul</span> asked <span style=""color:#1976D2"">Steven</span> and <span style=""color:#388E3C"">Joshua</span> for help, but both said no. <br></p><p><span style=""color:#E65100"">Paul</span> blamed <span style=""color:#1976D2"">Steven</span> more than <span style=""color:#388E3C"">Joshua</span> for not helping.</p><p>Who is <span style=""color:#E65100"">Paul</span>'s less close friend?</p>",5,9,social_roles,
4,Default,"{'name': 'Nancy', 'gender': 'female'}","{'name': 'Dorothy', 'gender': 'female'}",1,"{'name': 'Linda', 'gender': 'female'}",0,"<img src=""images/noun_cooking_1176750.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Linda</span> needed help making dinner. <br> Neither <span style=""color:#1976D2"">Nancy</span> nor <span style=""color:#388E3C"">Dorothy</span> helped. <br></p><p><span style=""color:#E65100"">Linda</span> blamed <span style=""color:#1976D2"">Nancy</span> more than <span style=""color:#388E3C"">Dorothy</span> for not helping.</p><p>Who didn't know that <span style=""color:#E65100"">Linda</span> needed help making dinner?</p>",6,6,knowledge,
4,Default,"{'name': 'Kevin', 'gender': 'male'}","{'name': 'Thomas', 'gender': 'male'}",0,"{'name': 'Andrew', 'gender': 'male'}",0,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Andrew</span> had a birthday party. <br> <span style=""color:#E65100"">Andrew</span> asked <span style=""color:#1976D2"">Kevin</span> and <span style=""color:#388E3C"">Thomas</span> to come, but neither came. <br></p><p><span style=""color:#E65100"">Andrew</span> blamed <span style=""color:#1976D2"">Kevin</span> more than <span style=""color:#388E3C"">Thomas</span> for not coming.</p><p>Who is <span style=""color:#E65100"">Andrew</span>'s closer friend?</p>",7,7,social_roles,
4,Default,"{'name': 'Michael', 'gender': 'male'}","{'name': 'Deborah', 'gender': 'female'}",0,"{'name': 'Richard', 'gender': 'male'}",0,"<img src=""images/noun_lunch bag_380959.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Richard</span> always packs himself a lunch to bring to work. <br> One day, <span style=""color:#1976D2"">Michael</span> ate <span style=""color:#E65100"">Richard</span>'s lunch. <br> A different day, <span style=""color:#388E3C"">Deborah</span> ate <span style=""color:#E65100"">Richard</span>'s lunch. <br></p><p><span style=""color:#E65100"">Richard</span> blamed <span style=""color:#1976D2"">Michael</span> more than <span style=""color:#388E3C"">Deborah</span> for eating his lunch.</p><p>Who ate <span style=""color:#E65100"">Richard</span>'s lunch on purpose?</p>",8,11,intentionality,
4,Default,"{'name': 'Jennifer', 'gender': 'female'}","{'name': 'Patricia', 'gender': 'female'}",1,"{'name': 'Emily', 'gender': 'female'}",0,"<img src=""images/noun_Man Cutting Grass_637630.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Emily</span> needed someone to mow the lawn. <br> <span style=""color:#1976D2"">Jennifer</span> mowed the lawn. <br> <span style=""color:#388E3C"">Patricia</span> did not mow the lawn. <br></p><p><span style=""color:#E65100"">Emily</span> blamed <span style=""color:#388E3C"">Patricia</span> for not mowing the lawn.</p><p>Who mowed the lawn?</p>",9,attention_check,,
4,Default,"{'name': 'Karen', 'gender': 'female'}","{'name': 'Daniel', 'gender': 'male'}",1,"{'name': 'Anthony', 'gender': 'male'}",1,"<img src=""images/noun_Picnic_2799323.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Karen</span>, <span style=""color:#388E3C"">Daniel</span>, and <span style=""color:#E65100"">Anthony</span> were having a picnic. <br> Both <span style=""color:#1976D2"">Karen</span> and <span style=""color:#388E3C"">Daniel</span> brought snacks with peanuts in them, even though <span style=""color:#E65100"">Anthony</span> was allergic to peanuts. <br></p><p><span style=""color:#E65100"">Anthony</span> blamed <span style=""color:#1976D2"">Karen</span> more than <span style=""color:#388E3C"">Daniel</span> for bringing snacks with peanuts to the picnic.</p><p>Who didn't know that <span style=""color:#E65100"">Anthony</span> was allergic to peanuts?</p>",10,5,knowledge,
4,Default,"{'name': 'Melissa', 'gender': 'female'}","{'name': 'Mary', 'gender': 'female'}",1,"{'name': 'Lisa', 'gender': 'female'}",0,"<img src=""images/noun_soccer_1751392.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Lisa</span> fell over while playing soccer with <span style=""color:#1976D2"">Melissa</span> and <span style=""color:#388E3C"">Mary</span>. <br> Both <span style=""color:#1976D2"">Melissa</span> and <span style=""color:#388E3C"">Mary</span> stepped on <span style=""color:#E65100"">Lisa</span>. <br></p><p><span style=""color:#E65100"">Lisa</span> blamed <span style=""color:#1976D2"">Melissa</span> more than <span style=""color:#388E3C"">Mary</span> for stepping on her.</p><p>Who stepped on <span style=""color:#E65100"">Lisa</span> by accident?</p>",11,10,intentionality,
4,Default,"{'name': 'Charles', 'gender': 'male'}","{'name': 'Elizabeth', 'gender': 'female'}",0,"{'name': 'Sandra', 'gender': 'female'}",1,"<img src=""images/noun_presentation_1616165.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Sandra</span> was assigned to do a group project with <span style=""color:#1976D2"">Charles</span> and <span style=""color:#388E3C"">Elizabeth</span>. <br> Their group did a bad job and received a failing grade for the assignment. <br> </p><p><span style=""color:#E65100"">Sandra</span> blamed <span style=""color:#1976D2"">Charles</span> more than <span style=""color:#388E3C"">Elizabeth</span> for the group's failing grade.</p><p>Who tried very hard on the assignment?</p>",12,14,effort,
4,Default,"{'name': 'William', 'gender': 'male'}","{'name': 'Barbara', 'gender': 'female'}",1,"{'name': 'Donald', 'gender': 'male'}",1,"<img src=""images/noun_flat tire_982179.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Donald</span> needed help fixing his flat tire. <br> <span style=""color:#E65100"">Donald</span> asked <span style=""color:#1976D2"">William</span> and <span style=""color:#388E3C"">Barbara</span> for help, but neither did. <br> <span style=""color:#E65100"">Donald</span> didn't manage to fix the tire by himself.</p><p><span style=""color:#E65100"">Donald</span> blamed <span style=""color:#1976D2"">William</span> more than <span style=""color:#388E3C"">Barbara</span> for not helping.</p><p>Who is worse at fixing tires?</p>",13,1,ability,
4,Default,"{'name': 'Susan', 'gender': 'female'}","{'name': 'Joseph', 'gender': 'male'}",1,"{'name': 'David', 'gender': 'male'}",0,"<img src=""images/noun_Airport_1109705.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">David</span> texted <span style=""color:#1976D2"">Susan</span> and <span style=""color:#388E3C"">Joseph</span> to pick him up from the airport. <br> Neither responded to his text. <br> <span style=""color:#E65100"">David</span> later learned that only one of them saw his message.</p><p><span style=""color:#E65100"">David</span> blamed <span style=""color:#1976D2"">Susan</span> more than <span style=""color:#388E3C"">Joseph</span> for not helping.</p><p>Who didn't see the text message?</p>",14,4,knowledge,
4,Default,"{'name': 'Kimberly', 'gender': 'female'}","{'name': 'Margaret', 'gender': 'female'}",1,"{'name': 'Donna', 'gender': 'female'}",0,"<img src=""images/noun_wait phone_769182.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">Donna</span> needed someone to make an appointment for her. <br> <span style=""color:#E65100"">Donna</span> asked <span style=""color:#1976D2"">Kimberly</span> and <span style=""color:#388E3C"">Margaret</span> to call and wait on hold for her. <br> <span style=""color:#1976D2"">Kimberly</span> and <span style=""color:#388E3C"">Margaret</span> both gave up before their call was picked up. <br> <span style=""color:#E65100"">Donna</span> later learned that one of them waited for a few minutes, and another waited for hours. <br></p><p><span style=""color:#E65100"">Donna</span> blamed <span style=""color:#1976D2"">Kimberly</span> more than <span style=""color:#388E3C"">Margaret</span> for hanging up.</p><p>Who waited a few minutes before giving up?</p>",15,15,effort,
4,Default,"{'name': 'Amanda', 'gender': 'female'}","{'name': 'Jessica', 'gender': 'female'}",0,"{'name': 'Sarah', 'gender': 'female'}",0,"<img src=""images/noun_birthday party_3315880.png"" style=""max-width:200px""></img><p><span style=""color:#1976D2"">Amanda</span> and <span style=""color:#388E3C"">Jessica</span> each had a birthday party in separate weeks. <br> Neither invited <span style=""color:#E65100"">Sarah</span> to the party. <br> <span style=""color:#E65100"">Sarah</span> later learned from a friend that one of them intentionally didn't invite her, and another forgot to invite her. <br></p><p><span style=""color:#E65100"">Sarah</span> blamed <span style=""color:#1976D2"">Amanda</span> more than <span style=""color:#388E3C"">Jessica</span> for not inviting her to her birthday party.</p><p>Who intentionally didn't invite <span style=""color:#E65100"">Sarah</span>?</p>",16,12,intentionality,
4,Default,"{'name': 'Michelle', 'gender': 'female'}","{'name': 'Brian', 'gender': 'male'}",1,"{'name': 'John', 'gender': 'male'}",0,"<img src=""images/noun_Mover Services_1917486.png"" style=""max-width:200px""></img><p><span style=""color:#E65100"">John</span> needed help moving. <br> <span style=""color:#E65100"">John</span> asked <span style=""color:#1976D2"">Michelle</span> and <span style=""color:#388E3C"">Brian</span> for help, but both said no. <br> <span style=""color:#E65100"">John</span> wasn't able to move his stuff on his own. <br></p><p><span style=""color:#E65100"">John</span> blamed <span style=""color:#1976D2"">Michelle</span> more than <span style=""color:#388E3C"">Brian</span> for not helping.</p><p>Who is <span style=""color:#E65100"">John</span>'s less close friend?</p>",17,8,social_roles,
4,Default,,,,,,,18,,survey-html-form,
